customer_id,signup_date,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,skin_type,marketing_consent,recency,frequency,monetary,return_rate,avg_discount,category_diversity,ticket_count,avg_sentiment,avg_resolution_hours,sessions_30d,campaign_clicks_30d,email_opens_30d,last_visit_days_ago,snapshot_date,churn_next_60d,split
CUST00025,2024-03-15,Tier 2,18-24,Referral,Not Enrolled,Baby Care,Normal,Yes,165,7,4868.86,0.0,0.31142857142857144,4,3.0,-0.22666666666666668,18.0,11,1,6,29,2025-09-30,1,test
CUST00026,2025-01-13,Tier 2,25-34,Referral,Not Enrolled,Wellness,Unknown,Yes,72,3,3561.3900000000003,0.3333333333333333,0.16333333333333333,2,1.0,-0.63,20.0,14,0,1,26,2025-09-30,0,train
CUST00027,2024-04-16,Tier 1,45+,Instagram,Not Enrolled,Baby Care,Sensitive,Yes,70,1,2128.34,1.0,0.3,1,1.0,-0.13,8.0,11,2,5,18,2025-09-30,0,validation
CUST00028,2024-09-27,Tier 1,25-34,Influencer,Not Enrolled,Baby Care,Sensitive,Yes,83,2,1489.7800000000002,0.0,0.19,2,1.0,0.39,1.0,1,0,3,19,2025-09-30,0,train
CUST00029,2024-06-14,Tier 2,35-44,Referral,Not Enrolled,Skin Care,Unknown,No,18,8,5252.9,0.0,0.23374999999999999,3,0.0,0.0,0.0,1,0,0,0,2025-09-30,0,train
CUST00030,2024-05-31,Tier 1,25-34,Google Search,Gold,Wellness,Oily,No,5,6,3435.5899999999997,0.0,0.34,5,2.0,-0.41500000000000004,27.65,11,0,0,3,2025-09-30,0,test
CUST00031,2025-07-27,Tier 1,35-44,Marketplace,Not Enrolled,Wellness,Dry,No,49,1,672.95,0.0,0.24,1,0.0,0.0,0.0,6,0,0,9,2025-09-30,1,train
CUST00032,2024-12-06,Tier 1,35-44,Marketplace,Silver,Skin Care,Dry,No,33,3,1948.75,0.0,0.3666666666666667,3,0.0,0.0,0.0,12,0,0,13,2025-09-30,0,test
CUST00033,2024-08-15,Tier 3,18-24,Google Search,Gold,Fragrance,Dry,Yes,12,4,2128.09,0.5,0.405,4,2.0,-0.94,36.349999999999994,7,0,3,7,2025-09-30,0,validation
CUST00034,2024-10-12,Tier 2,25-34,Marketplace,Gold,Hair Care,Oily,Yes,50,6,3353.01,0.0,0.26166666666666666,3,3.0,-0.22999999999999998,17.099999999999998,7,2,8,0,2025-09-30,0,train
CUST00035,2024-09-28,Tier 2,18-24,Google Search,Silver,Hair Care,Normal,Yes,127,3,1369.71,0.0,0.24333333333333332,3,0.0,0.0,0.0,6,0,8,25,2025-09-30,1,train
CUST00036,2025-03-22,Tier 3,18-24,Referral,Silver,Makeup,Unknown,Yes,27,4,1737.33,0.25,0.365,4,1.0,-0.17,27.9,0,0,0,14,2025-09-30,1,train
CUST00037,2024-11-17,Tier 1,35-44,Influencer,Not Enrolled,Makeup,Sensitive,Yes,102,1,435.83,0.0,0.43,1,0.0,0.0,0.0,5,0,3,28,2025-09-30,0,train
CUST00038,2025-01-23,Tier 3,35-44,Marketplace,Not Enrolled,Baby Care,Oily,Yes,51,4,2104.61,0.0,0.355,4,1.0,0.13,21.9,5,0,5,14,2025-09-30,0,train
CUST00039,2024-11-25,Tier 2,25-34,Instagram,Not Enrolled,Wellness,Unknown,Yes,15,3,1598.49,0.0,0.2966666666666667,3,0.0,0.0,0.0,6,1,3,4,2025-09-30,0,train
CUST00040,2024-12-09,Tier 3,18-24,Instagram,Not Enrolled,Fragrance,Dry,Yes,154,1,634.73,0.0,0.38,1,1.0,0.0,33.9,1,0,1,42,2025-09-30,1,train
CUST00041,2024-03-15,Tier 3,25-34,Referral,Silver,Hair Care,Combination,Yes,54,4,1911.8600000000001,0.0,0.3475,3,1.0,-1.0,53.0,5,2,4,22,2025-09-30,1,train
CUST00042,2024-04-19,Tier 1,35-44,Organic,Silver,Hair Care,Normal,Yes,87,9,7523.74,0.2222222222222222,0.21888888888888888,5,6.0,-0.455,12.0,3,2,7,14,2025-09-30,0,train
CUST00043,2025-06-27,Tier 2,45+,Influencer,Gold,Baby Care,Unknown,No,24,1,363.01,0.0,0.43,1,0.0,0.0,0.0,3,0,0,0,2025-09-30,0,test
CUST00044,2024-06-11,Tier 2,35-44,Google Search,Not Enrolled,Baby Care,Normal,Yes,72,3,2724.09,0.0,0.38666666666666666,2,1.0,-1.0,46.7,6,2,4,10,2025-09-30,0,test
CUST00045,2024-08-28,Tier 1,25-34,Referral,Not Enrolled,Skin Care,Unknown,Yes,96,1,413.75,0.0,0.33,1,0.0,0.0,0.0,6,1,3,10,2025-09-30,1,train
CUST00046,2025-04-22,Tier 1,25-34,Referral,Gold,Baby Care,Unknown,Yes,127,1,489.87,0.0,0.13,1,0.0,0.0,0.0,7,0,10,29,2025-09-30,1,train
CUST00047,2024-12-26,Tier 1,25-34,Organic,Gold,Baby Care,Unknown,Yes,204,1,764.43,0.0,0.16,1,0.0,0.0,0.0,2,1,3,36,2025-09-30,1,train
CUST00048,2025-03-22,Tier 1,25-34,Marketplace,Silver,Makeup,Combination,No,61,4,2450.45,0.25,0.3125,3,1.0,-0.08,30.0,12,0,0,12,2025-09-30,0,validation
CUST00049,2025-08-29,Tier 1,25-34,Marketplace,Not Enrolled,Hair Care,Oily,Yes,8,1,380.83,0.0,0.47,1,0.0,0.0,0.0,4,1,3,0,2025-09-30,0,train
CUST00050,2025-01-23,Tier 3,25-34,Referral,Gold,Hair Care,Unknown,Yes,0,3,2466.39,0.3333333333333333,0.3333333333333333,3,1.0,-1.0,57.7,3,1,3,0,2025-09-30,0,train
CUST00051,2024-02-11,Tier 3,35-44,Instagram,Not Enrolled,Skin Care,Dry,Yes,210,4,4444.3,0.0,0.3525,3,2.0,-0.385,42.2,6,2,8,35,2025-09-30,1,train
CUST00052,2024-09-19,Tier 1,35-44,Marketplace,Silver,Skin Care,Dry,No,55,3,2807.14,0.3333333333333333,0.21,2,1.0,-1.0,18.7,7,0,0,8,2025-09-30,1,train
CUST00053,2025-01-19,Tier 2,25-34,Instagram,Silver,Baby Care,Oily,Yes,25,4,4192.59,0.0,0.395,3,2.0,-0.565,47.150000000000006,9,1,3,5,2025-09-30,0,validation
CUST00054,2025-08-02,Tier 1,35-44,Referral,Not Enrolled,Hair Care,Sensitive,Yes,6,1,489.85,0.0,0.25,1,0.0,0.0,0.0,3,0,0,0,2025-09-30,0,train
CUST00055,2025-01-05,Tier 3,25-34,Marketplace,Not Enrolled,Makeup,Unknown,Yes,3,3,1308.35,0.0,0.24666666666666667,2,1.0,-1.0,46.3,6,2,7,0,2025-09-30,0,train
CUST00056,2025-03-22,Tier 2,35-44,Google Search,Not Enrolled,Wellness,Sensitive,No,9,4,3530.41,0.0,0.28500000000000003,3,1.0,-0.08,19.9,3,0,0,0,2025-09-30,0,validation
CUST00057,2025-01-23,Tier 2,25-34,Google Search,Not Enrolled,Hair Care,Sensitive,Yes,136,2,2510.83,0.0,0.245,2,0.0,0.0,0.0,7,1,9,29,2025-09-30,1,train
CUST00058,2024-01-11,Tier 1,25-34,Google Search,Not Enrolled,Baby Care,Dry,Yes,42,4,2451.54,0.0,0.23249999999999998,3,0.0,0.0,0.0,2,4,8,6,2025-09-30,0,test
CUST00059,2024-04-05,Tier 1,25-34,Google Search,Silver,Hair Care,Normal,Yes,2,3,2852.63,0.0,0.32666666666666666,2,0.0,0.0,0.0,3,0,0,2,2025-09-30,0,test
CUST00060,2025-04-09,Tier 1,25-34,Instagram,Not Enrolled,Skin Care,Normal,No,145,1,293.22,0.0,0.36,1,0.0,0.0,0.0,5,0,0,20,2025-09-30,1,train
CUST00061,2024-10-10,Tier 3,35-44,Referral,Not Enrolled,Skin Care,Dry,Yes,14,4,1966.0900000000001,0.0,0.41,4,1.0,-0.33,23.6,4,1,2,15,2025-09-30,0,train
CUST00062,2024-05-09,Tier 3,25-34,Referral,Silver,Skin Care,Combination,Yes,21,4,2805.19,0.0,0.2525,3,1.0,-0.28,12.6,9,1,7,0,2025-09-30,0,train
CUST00063,2024-12-14,Tier 1,18-24,Influencer,Not Enrolled,Fragrance,Combination,Yes,216,1,397.69,0.0,0.22,1,1.0,-0.03,19.1,0,0,3,24,2025-09-30,1,train
CUST00064,2025-07-30,Tier 1,45+,Google Search,Not Enrolled,Hair Care,Normal,No,2,1,654.93,0.0,0.43,1,0.0,0.0,0.0,8,0,0,0,2025-09-30,0,test
CUST00065,2025-03-29,Tier 2,25-34,Referral,Not Enrolled,Skin Care,Unknown,Yes,6,1,1911.67,0.0,0.0,1,0.0,0.0,0.0,3,2,4,0,2025-09-30,0,train
CUST00066,2024-03-24,Tier 1,18-24,Instagram,Not Enrolled,Hair Care,Normal,Yes,320,5,4598.95,0.0,0.292,5,1.0,-1.0,23.9,11,1,5,60,2025-09-30,1,train
CUST00067,2025-04-09,Tier 1,18-24,Google Search,Silver,Baby Care,Dry,Yes,63,2,1246.44,0.5,0.19999999999999998,2,1.0,-0.24,16.4,1,2,4,5,2025-09-30,1,test
CUST00068,2024-05-25,Tier 1,18-24,Google Search,Silver,Baby Care,Sensitive,Yes,346,3,2123.66,0.3333333333333333,0.24333333333333332,3,1.0,-1.0,23.7,5,1,3,60,2025-09-30,1,train
CUST00069,2024-10-05,Tier 2,25-34,Instagram,Not Enrolled,Hair Care,Sensitive,Yes,29,2,874.47,0.0,0.225,2,0.0,0.0,0.0,9,1,7,0,2025-09-30,1,train
CUST00070,2025-08-12,Tier 1,25-34,Organic,Gold,Baby Care,Dry,Yes,38,1,542.98,0.0,0.34,1,0.0,0.0,0.0,1,0,1,18,2025-09-30,1,train
CUST00071,2025-08-22,Tier 3,25-34,Influencer,Not Enrolled,Hair Care,Sensitive,Yes,32,1,2062.5,0.0,0.08,1,1.0,-0.29,33.0,1,2,6,12,2025-09-30,1,train
CUST00072,2024-10-22,Tier 1,35-44,Organic,Not Enrolled,Skin Care,Sensitive,Yes,90,4,2587.02,0.0,0.1925,3,0.0,0.0,0.0,7,1,5,26,2025-09-30,1,train
CUST00073,2024-01-02,Tier 2,25-34,Google Search,Not Enrolled,Hair Care,Combination,Yes,8,5,4077.07,0.0,0.154,3,0.0,0.0,0.0,7,1,4,0,2025-09-30,0,train
CUST00074,2024-10-21,Tier 2,25-34,Instagram,Platinum,Baby Care,Dry,Yes,7,4,2523.65,0.25,0.39,4,1.0,-0.35,29.3,14,1,2,22,2025-09-30,0,train
CUST00075,2024-08-18,Tier 3,45+,Referral,Not Enrolled,Fragrance,Combination,No,3,9,6791.61,0.0,0.3011111111111111,5,4.0,-0.3525,27.125,10,0,0,13,2025-09-30,0,train
CUST00076,2025-05-09,Tier 1,45+,Referral,Not Enrolled,Wellness,Normal,No,20,2,1385.27,0.0,0.22000000000000003,1,0.0,0.0,0.0,17,0,0,8,2025-09-30,0,train
CUST00077,2025-02-28,Tier 3,25-34,Google Search,Not Enrolled,Makeup,Normal,Yes,109,1,394.32,0.0,0.36,1,0.0,0.0,0.0,0,0,0,20,2025-09-30,1,validation
CUST00078,2025-05-10,Tier 2,25-34,Referral,Not Enrolled,Hair Care,Dry,No,139,1,894.45,1.0,0.42,1,1.0,-1.0,25.7,5,0,0,38,2025-09-30,1,train
CUST00079,2025-02-24,Tier 2,18-24,Marketplace,Silver,Hair Care,Unknown,No,191,1,619.57,0.0,0.05,1,0.0,0.0,0.0,2,0,0,31,2025-09-30,1,train
CUST00080,2024-05-09,Tier 2,25-34,Organic,Gold,Hair Care,Normal,No,50,3,2563.41,0.0,0.18999999999999997,3,0.0,0.0,0.0,11,0,0,3,2025-09-30,0,train
CUST00081,2024-06-07,Tier 3,18-24,Google Search,Silver,Hair Care,Oily,No,19,8,5311.16,0.25,0.16,4,3.0,-0.8333333333333334,17.333333333333332,12,0,0,0,2025-09-30,0,train
CUST00082,2024-11-20,Tier 3,25-34,Referral,Not Enrolled,Baby Care,Dry,Yes,254,3,1671.25,0.0,0.17,2,0.0,0.0,0.0,7,3,7,44,2025-09-30,1,test
CUST00083,2025-03-20,Tier 2,45+,Marketplace,Not Enrolled,Skin Care,Sensitive,No,89,2,806.87,0.5,0.33499999999999996,1,1.0,-1.0,11.0,9,0,0,17,2025-09-30,1,train
CUST00084,2025-01-18,Tier 1,25-34,Google Search,Silver,Skin Care,Dry,Yes,167,1,1273.18,0.0,0.12,1,0.0,0.0,0.0,11,1,3,34,2025-09-30,1,train
CUST00085,2025-08-20,Tier 2,18-24,Google Search,Not Enrolled,Skin Care,Combination,No,14,1,1257.8,0.0,0.2,1,0.0,0.0,0.0,8,0,0,0,2025-09-30,1,train
CUST00086,2024-12-19,Tier 1,45+,Influencer,Silver,Hair Care,Sensitive,Yes,21,5,2195.41,0.0,0.266,1,1.0,-0.48,6.6,7,2,5,0,2025-09-30,0,test
CUST00087,2025-08-08,Tier 1,25-34,Marketplace,Not Enrolled,Fragrance,Combination,Yes,44,1,933.58,0.0,0.38,1,0.0,0.0,0.0,1,0,0,15,2025-09-30,0,train
CUST00088,2024-02-20,Tier 2,45+,Organic,Gold,Makeup,Dry,Yes,98,12,6774.5,0.0,0.365,5,1.0,-0.88,17.1,9,0,1,18,2025-09-30,1,test
CUST00089,2024-05-20,Tier 3,25-34,Marketplace,Not Enrolled,Hair Care,Normal,Yes,165,2,2825.75,0.0,0.25,2,0.0,0.0,0.0,12,3,6,31,2025-09-30,1,train
CUST00090,2025-03-01,Tier 1,18-24,Referral,Platinum,Baby Care,Sensitive,No,80,4,1966.31,0.0,0.375,3,1.0,-0.55,18.5,5,0,0,36,2025-09-30,0,train
CUST00091,2024-10-29,Tier 1,35-44,Instagram,Platinum,Skin Care,Dry,No,90,4,3726.87,0.0,0.16499999999999998,3,1.0,0.12,24.2,9,0,0,11,2025-09-30,0,train
CUST00092,2025-07-24,Tier 3,25-34,Instagram,Not Enrolled,Hair Care,Unknown,No,21,1,430.85,0.0,0.26,1,0.0,0.0,0.0,1,0,0,3,2025-09-30,0,test
CUST00093,2025-01-15,Tier 1,18-24,Instagram,Gold,Baby Care,Normal,Yes,85,1,759.64,0.0,0.12,1,0.0,0.0,0.0,16,4,9,21,2025-09-30,1,validation
CUST00094,2024-11-05,Tier 1,25-34,Instagram,Not Enrolled,Wellness,Oily,Yes,183,4,3557.43,0.0,0.1975,3,2.0,-0.16999999999999998,4.35,6,1,4,60,2025-09-30,1,validation
CUST00095,2025-07-07,Tier 2,25-34,Instagram,Not Enrolled,Skin Care,Combination,Yes,65,1,372.65,0.0,0.41,1,1.0,-0.38,5.3,10,1,2,7,2025-09-30,1,train
CUST00096,2024-08-10,Tier 3,25-34,Organic,Not Enrolled,Makeup,Normal,No,61,3,1563.75,0.3333333333333333,0.37666666666666665,3,1.0,-1.0,32.9,12,0,0,15,2025-09-30,0,test
CUST00097,2024-05-05,Tier 3,45+,Instagram,Not Enrolled,Baby Care,Oily,Yes,1,7,4703.46,0.14285714285714285,0.3685714285714286,4,2.0,-0.49,45.4,0,0,0,0,2025-09-30,0,train
CUST00098,2024-07-29,Tier 2,18-24,Instagram,Not Enrolled,Fragrance,Sensitive,No,184,2,1843.57,0.0,0.195,2,1.0,-0.25,26.4,8,0,0,49,2025-09-30,1,train
CUST00099,2024-05-28,Tier 2,45+,Organic,Not Enrolled,Fragrance,Dry,Yes,144,5,3410.87,0.0,0.192,4,1.0,-0.61,23.3,4,2,5,27,2025-09-30,0,train
CUST00100,2024-06-27,Tier 1,25-34,Referral,Not Enrolled,Skin Care,Combination,No,70,1,372.37,0.0,0.29,1,0.0,0.0,0.0,1,0,0,29,2025-09-30,0,validation
CUST00101,2024-02-14,Tier 3,35-44,Marketplace,Not Enrolled,Baby Care,Oily,Yes,108,5,3514.87,0.0,0.274,5,2.0,-0.915,28.299999999999997,2,0,0,27,2025-09-30,1,train
CUST00102,2025-05-17,Tier 2,35-44,Organic,Not Enrolled,Skin Care,Dry,Yes,83,1,732.65,0.0,0.16,1,0.0,0.0,0.0,2,0,1,7,2025-09-30,0,train
CUST00103,2025-09-03,Tier 2,25-34,Marketplace,Not Enrolled,Makeup,Unknown,Yes,21,1,1469.96,0.0,0.08,1,0.0,0.0,0.0,6,1,4,0,2025-09-30,0,train
CUST00104,2025-04-07,Tier 1,35-44,Organic,Not Enrolled,Makeup,Sensitive,Yes,93,1,955.63,0.0,0.31,1,0.0,0.0,0.0,3,0,3,27,2025-09-30,1,validation
CUST00105,2025-04-30,Tier 3,18-24,Instagram,Not Enrolled,Makeup,Dry,Yes,46,1,2052.43,0.0,0.18,1,0.0,0.0,0.0,1,0,3,3,2025-09-30,0,train
CUST00106,2024-05-05,Tier 3,25-34,Influencer,Not Enrolled,Wellness,Oily,No,61,7,4352.11,0.0,0.2814285714285714,4,1.0,-1.0,51.6,5,0,0,21,2025-09-30,1,train
CUST00107,2024-08-05,Tier 2,18-24,Organic,Not Enrolled,Baby Care,Oily,No,12,3,3548.15,0.0,0.11333333333333334,2,0.0,0.0,0.0,2,0,0,10,2025-09-30,0,validation
CUST00108,2025-07-24,Tier 3,18-24,Organic,Not Enrolled,Skin Care,Unknown,No,44,1,1074.5,1.0,0.22,1,1.0,-0.73,18.1,5,0,0,11,2025-09-30,1,train
CUST00109,2024-05-26,Tier 1,25-34,Instagram,Silver,Skin Care,Unknown,Yes,92,5,3837.05,0.0,0.332,3,0.0,0.0,0.0,1,1,3,16,2025-09-30,0,test
CUST00110,2024-11-15,Tier 2,35-44,Referral,Not Enrolled,Skin Care,Dry,No,35,6,3922.07,0.0,0.26333333333333336,4,2.0,-0.565,34.9,4,0,0,8,2025-09-30,1,train
CUST00111,2025-03-10,Tier 2,25-34,Google Search,Silver,Skin Care,Combination,Yes,178,1,1135.09,0.0,0.23,1,0.0,0.0,0.0,3,0,1,33,2025-09-30,1,test
CUST00112,2024-11-11,Tier 1,18-24,Marketplace,Not Enrolled,Hair Care,Dry,No,0,8,5576.25,0.125,0.23875,4,1.0,-0.31,1.9,4,0,0,0,2025-09-30,0,train
CUST00113,2025-05-24,Tier 1,35-44,Google Search,Silver,Hair Care,Unknown,No,28,2,1601.31,0.0,0.385,2,0.0,0.0,0.0,17,0,0,2,2025-09-30,0,train
CUST00114,2024-01-20,Tier 1,25-34,Google Search,Not Enrolled,Hair Care,Unknown,Yes,239,6,5133.53,0.0,0.265,4,1.0,-0.75,26.8,3,1,4,41,2025-09-30,1,test
CUST00115,2025-04-16,Tier 3,35-44,Instagram,Gold,Skin Care,Normal,Yes,159,1,596.54,0.0,0.14,1,1.0,-0.77,29.1,12,2,10,23,2025-09-30,1,train
CUST00116,2024-08-14,Tier 1,25-34,Referral,Not Enrolled,Hair Care,Sensitive,Yes,143,6,5635.9,0.0,0.18666666666666668,5,0.0,0.0,0.0,10,2,4,26,2025-09-30,1,validation
CUST00117,2024-04-15,Tier 1,18-24,Marketplace,Silver,Baby Care,Dry,No,123,4,2534.33,0.0,0.16499999999999998,4,0.0,0.0,0.0,2,0,0,27,2025-09-30,1,train
CUST00118,2025-08-16,Tier 3,25-34,Referral,Silver,Baby Care,Unknown,Yes,27,1,689.56,0.0,0.18,1,0.0,0.0,0.0,2,0,0,1,2025-09-30,0,train
CUST00119,2024-10-08,Tier 1,25-34,Instagram,Not Enrolled,Skin Care,Sensitive,No,69,3,2848.36,0.0,0.3466666666666667,1,1.0,-0.07,6.0,12,0,0,1,2025-09-30,0,train
CUST00120,2025-08-31,Tier 2,25-34,Referral,Silver,Fragrance,Combination,No,26,1,261.95,0.0,0.27,1,0.0,0.0,0.0,6,0,0,5,2025-09-30,0,train
CUST00121,2025-05-28,Tier 1,18-24,Instagram,Gold,Hair Care,Unknown,Yes,27,2,2496.0299999999997,0.0,0.19,1,0.0,0.0,0.0,5,1,3,2,2025-09-30,0,validation
CUST00122,2025-03-25,Tier 2,25-34,Google Search,Gold,Hair Care,Sensitive,Yes,106,2,2048.93,0.0,0.36,2,0.0,0.0,0.0,10,4,10,30,2025-09-30,1,train
CUST00123,2024-12-03,Tier 2,18-24,Google Search,Silver,Baby Care,Normal,No,102,6,2989.07,0.16666666666666666,0.34833333333333333,3,3.0,-0.47000000000000003,18.900000000000002,2,0,0,23,2025-09-30,0,train
CUST00124,2024-12-24,Tier 2,25-34,Marketplace,Not Enrolled,Makeup,Oily,Yes,194,4,2570.5,0.0,0.3375,2,0.0,0.0,0.0,5,0,0,43,2025-09-30,1,train
CUST00125,2025-06-23,Tier 2,18-24,Referral,Not Enrolled,Hair Care,Dry,Yes,8,2,1698.4,0.0,0.395,2,0.0,0.0,0.0,0,1,5,0,2025-09-30,0,train
CUST00126,2024-06-07,Tier 3,18-24,Instagram,Silver,Fragrance,Normal,Yes,57,2,1260.02,0.0,0.43,1,0.0,0.0,0.0,5,0,3,3,2025-09-30,1,train
CUST00127,2025-01-20,Tier 1,18-24,Marketplace,Silver,Wellness,Unknown,Yes,24,2,729.55,0.0,0.29500000000000004,1,0.0,0.0,0.0,3,0,0,15,2025-09-30,0,test
CUST00128,2025-03-30,Tier 2,25-34,Organic,Not Enrolled,Skin Care,Combination,No,19,2,1716.68,0.0,0.42000000000000004,1,0.0,0.0,0.0,15,0,0,0,2025-09-30,0,test
CUST00129,2025-03-27,Tier 1,25-34,Google Search,Not Enrolled,Wellness,Dry,No,83,3,3369.08,0.3333333333333333,0.3133333333333333,2,2.0,0.485,8.4,7,0,0,2,2025-09-30,0,train
CUST00130,2025-01-15,Tier 1,25-34,Organic,Gold,Skin Care,Dry,Yes,88,1,1272.47,0.0,0.48,1,0.0,0.0,0.0,9,0,5,12,2025-09-30,0,train
CUST00131,2024-08-15,Tier 3,35-44,Influencer,Not Enrolled,Hair Care,Sensitive,Yes,67,6,6830.01,0.0,0.29,3,0.0,0.0,0.0,4,0,5,14,2025-09-30,1,train
CUST00132,2024-04-11,Tier 2,35-44,Organic,Not Enrolled,Skin Care,Combination,Yes,117,5,4876.780000000001,0.0,0.346,3,0.0,0.0,0.0,1,0,6,24,2025-09-30,1,train
CUST00133,2024-01-06,Tier 1,45+,Instagram,Not Enrolled,Wellness,Normal,Yes,54,8,5982.58,0.0,0.3,4,1.0,-0.53,27.9,5,1,5,12,2025-09-30,0,test
CUST00134,2024-02-18,Tier 2,25-34,Marketplace,Not Enrolled,Fragrance,Combination,Yes,35,5,4075.34,0.2,0.292,3,3.0,-0.31666666666666665,21.266666666666666,11,0,8,4,2025-09-30,0,validation
CUST00135,2024-05-27,Tier 1,25-34,Google Search,Not Enrolled,Skin Care,Unknown,Yes,333,4,2534.18,0.0,0.29000000000000004,3,0.0,0.0,0.0,3,1,4,60,2025-09-30,1,test
